2025-10-31 11:44:25,482 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is not available. Remote download required.
2025-10-31 11:45:08,974 [Worker-14: Importing Maven projects] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example:taskmanager:0.0.1-SNAPSHOT @ C:\Disk E\eclipse\TaskManager-java\taskmanager\pom.xml.
2025-10-31 11:45:25,786 [Worker-14: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /taskmanager/src/main/java
2025-10-31 11:45:25,794 [Worker-14: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /taskmanager/src/main/resources
2025-10-31 11:45:25,797 [Worker-14: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /taskmanager/src/main/resources
2025-10-31 11:45:25,800 [Worker-14: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /taskmanager/src/test/java
2025-10-31 11:45:25,804 [Worker-14: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /taskmanager/src/test/resources
2025-10-31 11:45:26,476 [Worker-14: Importing Maven projects] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Imported and configured 1 project(s) in 27 sec
2025-10-31 11:45:26,706 [Worker-3: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2025-10-31 11:45:27,721 [Worker-3: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.example:taskmanager:0.0.1-SNAPSHOT @ C:\Disk E\eclipse\TaskManager-java\taskmanager\pom.xml.
2025-10-31 11:45:29,974 [Worker-3: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /taskmanager/src/main/java
